"transcriptNames","transcriptIDs","geneNames","geneIDs","feature","id","fc","pval","qval"
"NM_001614",34121,"ACTG1","MSTRG.6651","transcript","34121",1.11622663468221,0.000317317115948734,0.143990844993643
"NM_021640",18150,"C12orf10","MSTRG.3326","transcript","18150",1.18051448964188,0.000339066432073043,0.143990844993643
"NM_003155",73952,"STC1","MSTRG.14029","transcript","73952",0.801215935829487,0.000344976140113529,0.143990844993643
"NM_014899",59856,"RHOBTB3","MSTRG.11564","transcript","59856",0.830608044743328,0.000346700447395598,0.143990844993643
"NM_145730",49598,"AP1B1","MSTRG.9561","transcript","49598",1.24987847294729,0.000352752384381372,0.143990844993643
"NM_006332",37093,"IFI30","MSTRG.7275","transcript","37093",1.21721502016837,0.000359944801059386,0.143990844993643
"NM_004135",82479,"IDH3G","MSTRG.15572","transcript","82479",1.28213123493275,0.000360277343603777,0.143990844993643
"NM_015658",43,"NOC2L","MSTRG.13","transcript","43",1.30137384066049,0.000384285976992693,0.148101070633148
"NM_032849",20741,"MEDAG","MSTRG.3848","transcript","20741",0.863921329856868,0.00040724017005378,0.15153547155346
"NM_002887",61464,"RARS1","MSTRG.11878","transcript","61464",0.839847484487546,0.000434448759110584,0.156271218652077
"MSTRG.5942.1",30889,"PER1","MSTRG.5942","transcript","30889",0.221205875456039,0.000498539730797276,0.173464547714133
"NM_006623",4104,"PHGDH","MSTRG.836","transcript","4104",1.15074905128195,0.000514397695009938,0.173464547714133
"NM_001560",81680,"IL13RA1","MSTRG.15447","transcript","81680",0.88252657525607,0.0005430624539291,0.177581422434816
"NR_027783",80016,"SAT1","MSTRG.15180","transcript","80016",0.694234467668296,0.000582395337115127,0.178290612213476
"NM_002009",25436,"FGF7","MSTRG.4788","transcript","25436",0.821812927725202,0.000607660630402407,0.178290612213476
"NM_024098",13832,"CCDC86","MSTRG.2466","transcript","13832",1.22592298426368,0.000607884847398488,0.178290612213476
"NR_137639",52031,"TMA7","MSTRG.10029","transcript","52031",0.689841314150938,0.000648059145015978,0.178290612213476
"NM_012088",37050,"PGLS","MSTRG.7266","transcript","37050",1.21258909709376,0.000653326284227429,0.178290612213476
"NM_201442",16787,"C1S","MSTRG.3062","transcript","16787",0.827727819530552,0.000665367704507869,0.178290612213476
"NM_006141",29325,"DYNC1LI2","MSTRG.5581","transcript","29325",0.865686511240184,0.000672380431565811,0.178290612213476
"MSTRG.7571.1",38681,"PPP5C","MSTRG.7571","transcript","38681",4.97777182004016,0.000677408497891996,0.178290612213476
"NM_003713",2722,"PLPP3","MSTRG.556","transcript","2722",0.885010364548226,0.000704580288976242,0.181026807103396
"NM_003321",28438,"TUFM","MSTRG.5404","transcript","28438",1.11848467142414,0.000730177905299167,0.181630132523329
"NM_000064",36138,"C3","MSTRG.7061","transcript","36138",0.812473367471064,0.000749763964924655,0.181630132523329
"MSTRG.4127.1",22232,"ACIN1","MSTRG.4127","transcript","22232",0.413302296649158,0.000757423405018054,0.181630132523329
"NM_005918",71088,"MDH2","MSTRG.13536","transcript","71088",1.09504866250347,0.000805191283737461,0.185882717607119
"MSTRG.13228.7",69413,"MRM2","MSTRG.13228","transcript","69413",0.240734778206933,0.000818506484632775,0.185882717607119
"NM_001862",42548,"COX5B","MSTRG.8262","transcript","42548",1.18675299033084,0.000870038086833724,0.185882717607119
"NM_003953",5913,"MPZL1","MSTRG.1169","transcript","5913",0.875259170132976,0.000883080729227048,0.185882717607119
"NM_000587",58899,"C7","MSTRG.11357","transcript","58899",0.732526394537952,0.000905511834210504,0.185882717607119
"NM_000104",41241,"CYP1B1","MSTRG.7984","transcript","41241",0.801716619071459,0.000912080154905404,0.185882717607119
"NM_005525",6956,"HSD11B1","MSTRG.1356","transcript","6956",0.782433134890736,0.000913023270892044,0.185882717607119
"MSTRG.1197.1",6046,".","MSTRG.1197","transcript","6046",1.27427855860048,0.000937943049278411,0.185882717607119
"MSTRG.4909.1",25934,"CORO2B","MSTRG.4909","transcript","25934",0.207506237774596,0.000969857801225826,0.185882717607119
"NM_000186",6461,"CFH","MSTRG.1282","transcript","6461",0.81796579547427,0.000972982259433097,0.185882717607119
"NM_002204",32893,"ITGA3","MSTRG.6382","transcript","32893",1.16629014712479,0.000977983396299731,0.185882717607119
"NM_014225",39465,"PPP2R1A","MSTRG.7701","transcript","39465",1.08480006775742,0.000981865897841327,0.185882717607119
"NM_005708",21507,"GPC6","MSTRG.3986","transcript","21507",0.849145179390873,0.00106302837617989,0.196508110840508
"MSTRG.1007.3",4294,"SEC22B","MSTRG.1007","transcript","4294",0.88745072693734,0.00108982390931378,0.196508110840508
"NM_181696",2357,"PRDX1","MSTRG.486","transcript","2357",7.10046689257787,0.0011217061852844,0.196508110840508
"NR_000008",14059,"SNORD22","MSTRG.2520","transcript","14059",0.65089528795587,0.00112662398634122,0.196508110840508
"NR_027162",31143,"SNHG29","MSTRG.5996","transcript","31143",0.190763269768881,0.00113872188377928,0.196508110840508
"NM_001203245",63306,"RPS10","MSTRG.12208","transcript","63306",0.790752286882958,0.00114725335770105,0.196508110840508
"NM_002508",7738,"NID1","MSTRG.1505","transcript","7738",0.886531805783868,0.00118704920406421,0.198506483264536
"NM_001015052",27075,"MPG","MSTRG.5118","transcript","27075",1.55938487660921,0.00122619874774033,0.198506483264536
"NM_001330104",21945,"CDC16","MSTRG.4072","transcript","21945",2.64497952273608,0.00125187164003648,0.198506483264536
"NM_001281789",28925,"CNEP1R1","MSTRG.5508","transcript","28925",0.265359471889282,0.0012983039919483,0.198506483264536
"NM_001135592",41567,"RPS27A","MSTRG.8060","transcript","41567",21.5587451138077,0.00131039090956431,0.198506483264536
"NM_025232",73846,"REEP4","MSTRG.14004","transcript","73846",1.34592942645222,0.0013975057791471,0.198506483264536
"MSTRG.14208.1",74993,".","MSTRG.14208","transcript","74993",0.734129112560076,0.00145345540661856,0.198506483264536
"NM_007115",43624,"TNFAIP6","MSTRG.8446","transcript","43624",0.894199067651024,0.00147445375728772,0.198506483264536
"NM_002345",19148,"LUM","MSTRG.3517","transcript","19148",0.814704179337397,0.0014777201190731,0.198506483264536
"NM_002512",32998,"NME2","MSTRG.6403","transcript","32998",1.12565972084572,0.00147801395254477,0.198506483264536
"NM_001330299",43278,"SAP130","MSTRG.8389","transcript","43278",3.46142374144693,0.00147983870454405,0.198506483264536
"NM_001288973",11533,"ADAM12","MSTRG.2118","transcript","11533",0.865588240230056,0.00148793385407497,0.198506483264536
"NM_021149",29959,"COTL1","MSTRG.5726","transcript","29959",1.10322252072135,0.00148839752609908,0.198506483264536
"NM_004844",51164,"SH3BP5","MSTRG.9874","transcript","51164",0.840238742144732,0.00149515828309743,0.198506483264536
"NM_002178",18122,"IGFBP6","MSTRG.3312","transcript","18122",1.42599044704428,0.00149655149718564,0.198506483264536
"NM_002510",69845,"GPNMB","MSTRG.13317","transcript","69845",0.814981115869201,0.0015013895937962,0.198506483264536
"NM_001099673",75064,"RBIS","MSTRG.14218","transcript","75064",0.699229095312615,0.0015387676430012,0.198506483264536
"MSTRG.782.1",3857,"WDR77","MSTRG.782","transcript","3857",0.281398064436641,0.00157406442896724,0.198506483264536
"NM_024843",44025,"CYBRD1","MSTRG.8515","transcript","44025",0.799627012725242,0.00160227421981607,0.198506483264536
"NR_132981_2",64264,"SNORD141B","MSTRG.12371","transcript","64264",0.842428683136523,0.00161650080417775,0.198506483264536
"NM_000932",14167,"PLCB3","MSTRG.2541","transcript","14167",1.64081852041298,0.00162449999717396,0.198506483264536
"NM_000154",33771,"GALK1","MSTRG.6569","transcript","33771",1.26178830178849,0.00164366485630918,0.198506483264536
"NM_001101",69509,"ACTB","MSTRG.13245","transcript","69509",1.10932643407912,0.00166367925880306,0.198506483264536
"NM_005627",65320,"SGK1","MSTRG.12545","transcript","65320",0.836522844721414,0.00167264939499445,0.198506483264536
"NM_001402",64263,"EEF1A1","MSTRG.12371","transcript","64263",0.919492316348886,0.00167944950930776,0.198506483264536
"NM_002695",35715,"POLR2E","MSTRG.6941","transcript","35715",1.20415950423566,0.00168626778269976,0.198506483264536
"NM_032112",10853,"MRPL43","MSTRG.1979","transcript","10853",1.28645533270214,0.00169045456300221,0.198506483264536
"NM_002305",50028,"LGALS1","MSTRG.9641","transcript","50028",1.13185543960345,0.001692154939966,0.198506483264536
"NM_001142726",1901,"C1orf122","MSTRG.390","transcript","1901",1.30544373521672,0.00169239147996825,0.198506483264536
"NM_005273",71732,"GNB2","MSTRG.13667","transcript","71732",1.16565572870217,0.00173093954292813,0.200844823739113
"NM_001256875",1892,"CDCA8","MSTRG.386","transcript","1892",1.23228805785465,0.00176121432004495,0.201801445608056
"NM_005507",14399,"CFL1","MSTRG.2589","transcript","14399",1.15004384076558,0.00178990545548796,0.201801445608056
"NM_000331",12695,"SAA1","MSTRG.2305","transcript","12695",3.04912832694976,0.00181187642589253,0.201801445608056
"NM_001365522",45186,"FN1","MSTRG.8714","transcript","45186",1.12435190306341,0.00181398760300078,0.201801445608056
"NM_203346",45935,"HDLBP","MSTRG.8866","transcript","45935",1.6003102516007,0.00184567697463134,0.20323163503313
"NM_002402",72500,"MEST","MSTRG.13802","transcript","72500",0.907352682512254,0.00190042922944933,0.204974564075547
"NM_000978",31983,"RPL23","MSTRG.6195","transcript","31983",0.847553019162299,0.00191970857186363,0.204974564075547
"NM_021110",75602,"COL14A1","MSTRG.14335","transcript","75602",0.685467806043355,0.0019251028890146,0.204974564075547
"NM_032737",35841,"LMNB2","MSTRG.6979","transcript","35841",1.18651603964182,0.00193748545414751,0.204974564075547
"NM_006324",29793,"CFDP1","MSTRG.5692","transcript","29793",0.855638243590864,0.00198945345067281,0.208098439527471
"NM_000987",30935,"RPL26","MSTRG.5953","transcript","30935",0.859642841085479,0.00202111073489719,0.208098439527471
"NM_002813",20095,"PSMD9","MSTRG.3729","transcript","20095",1.24413664305078,0.0020248666620688,0.208098439527471
"MSTRG.1807.3",9940,"P4HA1","MSTRG.1807","transcript","9940",0.820356902362842,0.00210866245086838,0.210782798545769
"NM_020150",9810,"SAR1A","MSTRG.1777","transcript","9810",0.875765295763158,0.00211716726246847,0.210782798545769
"NM_003132",537,"SRM","MSTRG.114","transcript","537",1.22724642327526,0.00212502769525102,0.210782798545769
"NM_012145",45998,"DTYMK","MSTRG.8874","transcript","45998",1.1594010742327,0.00217178509339033,0.210782798545769
"NM_001265596_5",66829,"PFDN6","MSTRG.12808","transcript","66829",0.67977637156618,0.00218289328884747,0.210782798545769
"MSTRG.3357.1",18320,"ITGA5","MSTRG.3357","transcript","18320",1.2717033480746,0.00218695472209807,0.210782798545769
"NM_001365778",25713,"TPM1","MSTRG.4856","transcript","25713",0.333774664075413,0.00221372095414174,0.210782798545769
"NM_022875_2",59385,"SMN2","MSTRG.11453","transcript","59385",3.3306231100642,0.0022211005441245,0.210782798545769
"NM_007103",14601,"NDUFV1","MSTRG.2648","transcript","14601",1.16305479564039,0.00222678519453412,0.210782798545769
"NM_017548",53933,"CDV3","MSTRG.10392","transcript","53933",0.459681901809743,0.00225289646032845,0.21140004959482
"NM_033645",61532,"FBXW11","MSTRG.11893","transcript","61532",5.26407521370043,0.0023007862239558,0.214032621919888
"NM_000090",44417,"COL3A1","MSTRG.8595","transcript","44417",0.927851524926785,0.00233077902969314,0.214969542815544
"MSTRG.2153.1",11740,"SIGIRR","MSTRG.2153","transcript","11740",1.46402898412854,0.00239435960802792,0.218962157035841
"NM_016579",36257,"CD320","MSTRG.7078","transcript","36257",1.29072633985766,0.00244566092756304,0.221774177053217
"NM_001130440",7315,"SRP9","MSTRG.1437","transcript","7315",0.619339609436265,0.00249938450158371,0.223411131110023
"NM_199287",34147,"CCDC137","MSTRG.6660","transcript","34147",1.21698142330097,0.00252109693330405,0.223411131110023
"NM_080671",45462,"KCNE4","MSTRG.8769","transcript","45462",0.801909300001899,0.00260642858136939,0.223411131110023
"NM_001270454",29596,"WWP2","MSTRG.5647","transcript","29596",3.38640558405111,0.00260704431475278,0.223411131110023
"MSTRG.7733.3",39768,"TSEN34","MSTRG.7733","transcript","39768",3.82079310504696,0.00260851009363672,0.223411131110023
"NM_007263",37180,"COPE","MSTRG.7302","transcript","37180",1.21237828345428,0.00261087763915391,0.223411131110023
"NM_006827",23541,"TMED10","MSTRG.4410","transcript","23541",0.870025770536991,0.00261750323107324,0.223411131110023
"NM_153261",28926,"CNEP1R1","MSTRG.5508","transcript","28926",2.84486453977524,0.00263968926743452,0.223411131110023
"NR_024110",70850,"SBDSP1","MSTRG.13472","transcript","70850",0.496908473144838,0.00267953336219207,0.223411131110023
"NM_017907",14813,"LAMTOR1","MSTRG.2690","transcript","14813",1.14184173356465,0.002726949039209,0.223411131110023
"NR_037427_2",72541,"MIR3654","MSTRG.13819","transcript","72541",1.25241610382273,0.00276703815350188,0.223411131110023
"NM_001114753",78762,"ENG","MSTRG.14911","transcript","78762",1.2720993129437,0.00278447666818527,0.223411131110023
"NM_001078645",21942,"CDC16","MSTRG.4072","transcript","21942",0.727784654230526,0.00280607031729752,0.223411131110023
"NR_026581",16722,"MLF2","MSTRG.3043","transcript","16722",1.09062918877728,0.00283043223026913,0.223411131110023
"NM_000713",38150,"BLVRB","MSTRG.7461","transcript","38150",1.27353886150469,0.00284937261904306,0.223411131110023
"NM_003373",10082,"VCL","MSTRG.1829","transcript","10082",0.912909056333247,0.00286406901001535,0.223411131110023
"NM_032389",13258,"ARFGAP2","MSTRG.2420","transcript","13258",1.19475095278463,0.00287601107692748,0.223411131110023
"NM_004356",11965,"CD81","MSTRG.2199","transcript","11965",1.08976987570482,0.00288829770796484,0.223411131110023
"NM_005655",75389,"KLF10","MSTRG.14290","transcript","75389",0.858441100729832,0.00290276075246609,0.223411131110023
"NM_002294",81741,"LAMP2","MSTRG.15466","transcript","81741",0.826710702163716,0.00290596033055679,0.223411131110023
"MSTRG.3371.1",18462,"RPS26","MSTRG.3371","transcript","18462",67.5520827874793,0.00290854514108507,0.223411131110023
"NM_015161",28068,"ARL6IP1","MSTRG.5325","transcript","28068",0.849850832645815,0.00291918909151268,0.223411131110023
"NM_000895",19318,"LTA4H","MSTRG.3541","transcript","19318",0.888966139276605,0.00296468306074305,0.225295034566748
"NM_032271",27410,"TRAF7","MSTRG.5186","transcript","27410",1.17215381920112,0.00301352079807515,0.227404915608594
"NM_017813",74665,"IMPAD1","MSTRG.14149","transcript","74665",0.873701388445331,0.00305815823775979,0.22807071631415
"NM_006270",39025,"RRAS","MSTRG.7642","transcript","39025",1.18849919478925,0.0030689355060427,0.22807071631415
"NM_003714",61574,"STC2","MSTRG.11909","transcript","61574",1.11497992816374,0.00308574966007469,0.22807071631415
"NM_021173",14550,"POLD4","MSTRG.2635","transcript","14550",2.66761991617409,0.00312025358607693,0.229052084675892
"NM_015871",1274,"ZNF593","MSTRG.258","transcript","1274",1.26278881186722,0.00316093399573847,0.230470532081174
"NM_005628",38717,"SLC1A5","MSTRG.7581","transcript","38717",1.10721281951292,0.00323094942305879,0.23399446459213
"NM_017761",1085,"PNRC2","MSTRG.234","transcript","1085",0.819224388062863,0.00332931374931511,0.236776444005476
"NM_001034173",19536,"ALDH1L2","MSTRG.3589","transcript","19536",0.855028421906368,0.00333725742112034,0.236776444005476
"NM_015987",17125,"HEBP1","MSTRG.3130","transcript","17125",1.14245437847292,0.00333757011639413,0.236776444005476
"NM_005804",36834,"DDX39A","MSTRG.7219","transcript","36834",1.11314768241988,0.00335713056554887,0.236776444005476
"NM_006148",31987,"LASP1","MSTRG.6197","transcript","31987",1.07687684426324,0.00338101404191393,0.236912483936969
"NM_017526",2877,"LEPROT","MSTRG.592","transcript","2877",0.871697271018073,0.003437904305996,0.238063340993704
"NM_020755",65069,"SERINC1","MSTRG.12509","transcript","65069",0.872367733678594,0.00345893856223833,0.238063340993704
"NM_080927",53066,"DCBLD2","MSTRG.10244","transcript","53066",0.912835549415827,0.00346362195681693,0.238063340993704
"NM_001662",72363,"ARF5","MSTRG.13773","transcript","72363",1.08485785933152,0.00356538556561925,0.240760854761733
"NM_006391",12422,"IPO7","MSTRG.2253","transcript","12422",0.890364335359418,0.00360404856456054,0.240760854761733
"NM_014520",30459,"MYBBP1A","MSTRG.5855","transcript","30459",1.18255173598311,0.00362682360006383,0.240760854761733
"NM_144641",52428,"PPM1M","MSTRG.10117","transcript","52428",0.321740092773114,0.00368899709710502,0.240760854761733
"MSTRG.8165.7",42107,"INO80B-WBP1","MSTRG.8165","transcript","42107",2.09150444982729,0.00375265056115537,0.240760854761733
"NR_024111",70851,"SBDSP1","MSTRG.13472","transcript","70851",1.61107983421568,0.00375691004563206,0.240760854761733
"NM_002835",71131,"PTPN12","MSTRG.13545","transcript","71131",0.8571631428265,0.00376197793936561,0.240760854761733
"MSTRG.15430.2",81531,"ACSL4","MSTRG.15430","transcript","81531",0.271012903108978,0.00376757902333513,0.240760854761733
"NM_024329",693,"EFHD2","MSTRG.142","transcript","693",1.15812992000359,0.00383402664185217,0.240760854761733
"NM_015963",45988,"THAP4","MSTRG.8871","transcript","45988",1.17039762211093,0.00385758324398555,0.240760854761733
"NM_006342",55590,"TACC3","MSTRG.10704","transcript","55590",1.11259017811918,0.00386385874144612,0.240760854761733
"NM_016410",76885,"CHMP5","MSTRG.14549","transcript","76885",0.85488538500857,0.00388358404843703,0.240760854761733
"NM_001145409",80973,"NONO","MSTRG.15322","transcript","80973",0.251102151208393,0.00388363647879064,0.240760854761733
"NR_024206",42370,"CYTOR","MSTRG.8230","transcript","42370",1.19990817520574,0.00390219767816058,0.240760854761733
"NM_000224",18107,"KRT18","MSTRG.3311","transcript","18107",1.30970794291486,0.00390562644962889,0.240760854761733
"NM_001282602",18536,"PTGES3","MSTRG.3394","transcript","18536",0.500838638890962,0.00391005470941463,0.240760854761733
"NM_001937",5962,"DPT","MSTRG.1180","transcript","5962",0.756646364333394,0.00392127946504595,0.240760854761733
"NM_033292",15485,"CASP1","MSTRG.2828","transcript","15485",0.305560691328136,0.00393831622550056,0.240760854761733
"NM_001134231",52456,"NT5DC2","MSTRG.10122","transcript","52456",1.1843269557976,0.00394946237966032,0.240760854761733
"MSTRG.13516.1",71016,"GTF2IP1","MSTRG.13516","transcript","71016",1.45924226459071,0.00400127744339585,0.240760854761733
"NM_003040",73057,"SLC4A2","MSTRG.13911","transcript","73057",1.19117527927232,0.00400901941075837,0.240760854761733
"NM_001535",48945,"PRMT2","MSTRG.9425","transcript","48945",0.696356478885558,0.00400915071963726,0.240760854761733
"NM_016491",2685,"MRPL37","MSTRG.549","transcript","2685",1.11484110511969,0.00401602760236419,0.240760854761733
"NM_005034",75330,"POLR2K","MSTRG.14282","transcript","75330",0.775927353554506,0.00416173867401048,0.246849585195233
"NM_178507",16009,"OAF","MSTRG.2922","transcript","16009",1.11558858132187,0.00416334209114377,0.246849585195233
"MSTRG.9061.10",47018,"EPB41L1","MSTRG.9061","transcript","47018",0.262832017454179,0.00421431067833655,0.248506155901255
"NM_001170535",149,"ATAD3A","MSTRG.34","transcript","149",1.32726445453594,0.00424643153021553,0.249039362187803
"NM_003022",81152,"SH3BGRL","MSTRG.15358","transcript","81152",0.82679280956617,0.00433238487193577,0.251942112539014
"NM_004152",35830,"OAZ1","MSTRG.6976","transcript","35830",1.16778496153804,0.00435006951090378,0.251942112539014
"NM_001020818",39720,"MYADM","MSTRG.7726","transcript","39720",0.321054632496276,0.0043700697580753,0.251942112539014
"MSTRG.13453.1",70739,"GUSB","MSTRG.13453","transcript","70739",1.94141894040358,0.00441249030783686,0.251942112539014
"NM_000918",34167,"P4HB","MSTRG.6666","transcript","34167",1.0750602162806,0.00441525686691424,0.251942112539014
"MSTRG.12402.1",64504,"SYNCRIP","MSTRG.12402","transcript","64504",0.372196704691095,0.00443601161916529,0.251942112539014
"NM_004078",6574,"CSRP1","MSTRG.1299","transcript","6574",1.1090858762526,0.00452565595762477,0.255489912627692
"NM_203414",30712,"ELP5","MSTRG.5913","transcript","30712",0.572965998417106,0.00454583108372875,0.255489912627692
"NM_014977",22244,"ACIN1","MSTRG.4127","transcript","22244",2.36538622753835,0.00458672849467434,0.25645278334731
"NM_014624",4917,"S100A6","MSTRG.927","transcript","4917",1.0968608767272,0.00463370607936608,0.257037320265616
"NM_017828",26262,"COMMD4","MSTRG.4976","transcript","26262",1.36554582736094,0.00464482230115792,0.257037320265616
"NM_001042454",28758,"TGFB1I1","MSTRG.5492","transcript","28758",1.26853504320929,0.00471837547662934,0.257230273608344
"NM_005837",71745,"POP7","MSTRG.13668","transcript","71745",1.18899895251729,0.00472093894121506,0.257230273608344
"NM_001165412",57208,"NFKB1","MSTRG.10993","transcript","57208",0.309151245483254,0.00476039040177023,0.257230273608344
"NM_001349078",51240,"TBC1D5","MSTRG.9889","transcript","51240",0.305411474028256,0.00476899878802506,0.257230273608344
"NM_001304",31636,"CPD","MSTRG.6120","transcript","31636",0.857321713322975,0.00478259099866907,0.257230273608344
"NM_001129995",37494,"KCTD15","MSTRG.7362","transcript","37494",4.00091280845491,0.00479940338532248,0.257230273608344
"NM_015529",65262,"MOXD1","MSTRG.12532","transcript","65262",0.888503520258105,0.00481517146407984,0.257230273608344
"MSTRG.9098.6",47154,"RALGAPB","MSTRG.9098","transcript","47154",0.316622173854997,0.00484590824243358,0.257597023862565
"NM_000175",37503,"GPI","MSTRG.7365","transcript","37503",1.1443395769171,0.00487613778758711,0.25793334738163
"MSTRG.15526.6",82154,"ATP11C","MSTRG.15526","transcript","82154",0.340190934434382,0.00501682957517469,0.264081014369317
"NM_001120",55660,"MFSD10","MSTRG.10716","transcript","55660",2.14748808171603,0.0050865228596535,0.264905216280115
"NM_001199868",11581,"GLRX3","MSTRG.2129","transcript","11581",0.241190607912302,0.00510023858707531,0.264905216280115
"NM_001142424",81408,"MORF4L2","MSTRG.15403","transcript","81408",0.686342695841772,0.00516659572194866,0.264905216280115
"NM_001130146",16462,"CCDC77","MSTRG.2994","transcript","16462",0.366403760032606,0.00516894304076976,0.264905216280115
"NM_001913",71821,"CUX1","MSTRG.13688","transcript","71821",1.4699600103123,0.00522952577370361,0.264905216280115
"NM_007278",30704,"GABARAP","MSTRG.5906","transcript","30704",0.946480723109101,0.00524547790358765,0.264905216280115
"NM_001329738",36694,"TRIR","MSTRG.7181","transcript","36694",3.09358012473496,0.00525929473425357,0.264905216280115
"NM_203371",12805,"FIBIN","MSTRG.2328","transcript","12805",0.90130160701495,0.00528600918529731,0.264905216280115
"NR_027667",31152,"SNHG29","MSTRG.5996","transcript","31152",0.20172454152474,0.00530479513323023,0.264905216280115
"NM_001514",3314,"GTF2B","MSTRG.670","transcript","3314",0.817710742501131,0.00533848480381938,0.264905216280115
"NM_201277",35707,"CNN2","MSTRG.6936","transcript","35707",1.80919096341618,0.00535404069620671,0.264905216280115
"NM_001014812",25751,"CIAO2A","MSTRG.4863","transcript","25751",0.634748640218755,0.00539027344429743,0.264905216280115
"MSTRG.10117.2",52429,"PPM1M","MSTRG.10117","transcript","52429",3.13346287228862,0.00540219160191913,0.264905216280115
"NM_006494",38319,"ERF","MSTRG.7488","transcript","38319",1.24587975530097,0.00541697681686026,0.264905216280115
"NM_003025",35974,"SH3GL1","MSTRG.7022","transcript","35974",1.15097469450808,0.00545424830463115,0.264905216280115
"NM_001320418",42601,"MITD1","MSTRG.8275","transcript","42601",0.385388115320575,0.00547320168621646,0.264905216280115
"NM_004421",105,"DVL1","MSTRG.26","transcript","105",1.31451110511058,0.00548221702150509,0.264905216280115
"NM_006412",79365,"AGPAT2","MSTRG.15039","transcript","79365",1.28974510699627,0.00549846632011186,0.264905216280115
"NM_001001701",57551,"C4orf3","MSTRG.11062","transcript","57551",0.806013093926694,0.00551820145919446,0.264905216280115
"NM_001258429",46246,"C20orf27","MSTRG.8909","transcript","46246",1.30736587655304,0.00552346155713335,0.264905216280115
"NM_014506",79021,"TOR1B","MSTRG.14968","transcript","79021",0.649500960285286,0.00556365107849532,0.265110362413652
"NM_024102",3861,"WDR77","MSTRG.782","transcript","3861",2.00210260942351,0.00560711791170543,0.265110362413652
"NM_002612",71439,"PDK4","MSTRG.13609","transcript","71439",0.742476331947156,0.00562876202692975,0.265110362413652
"NM_021104",18468,"RPL41","MSTRG.3373","transcript","18468",0.880878982418162,0.00565790647642017,0.265110362413652
"NM_003082",23072,"SNAPC1","MSTRG.4317","transcript","23072",0.807780708912548,0.00569566913586084,0.265110362413652
"NM_001134422",53931,"CDV3","MSTRG.10392","transcript","53931",0.724090725360334,0.00574154642104796,0.265110362413652
"NM_004596",38181,"SNRPA","MSTRG.7465","transcript","38181",1.14683214942626,0.00577224875622595,0.265110362413652
"MSTRG.9406.5",48859,"COL18A1","MSTRG.9406","transcript","48859",6.55054628566278,0.00578086205689221,0.265110362413652
"NM_001281",37729,"TBCB","MSTRG.7398","transcript","37729",1.13543334865978,0.00578204677545124,0.265110362413652
"NM_016594",17759,"FKBP11","MSTRG.3253","transcript","17759",1.14607858661773,0.0057873820459089,0.265110362413652
"NM_014516",39755,"CNOT3","MSTRG.7729","transcript","39755",1.35008638290774,0.00579798401720155,0.265110362413652
"NM_021975",14387,"RELA","MSTRG.2584","transcript","14387",1.11504786437991,0.00584063183433037,0.265933578583371
"NM_006091",25936,"CORO2B","MSTRG.4909","transcript","25936",4.4369029137172,0.00596356378163154,0.269545293390003
